#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/fb),recorded(/fb),avgpu,source
402471:11560,330:330,03/29/26 00:25:21,STABLE BEAMS,6799,0.000514675,0.000494824,64.2,HFET
402471:11560,331:331,03/29/26 00:25:45,STABLE BEAMS,6799,0.000513965,0.000494380,64.1,HFET
402471:11560,332:332,03/29/26 00:26:08,STABLE BEAMS,6799,0.000512702,0.000493634,63.9,HFET
402471:11560,333:333,03/29/26 00:26:31,STABLE BEAMS,6799,0.000512114,0.000493131,63.8,HFET
402471:11560,334:334,03/29/26 00:26:54,STABLE BEAMS,6799,0.000512461,0.000493170,63.9,HFET
402471:11560,335:335,03/29/26 00:27:18,STABLE BEAMS,6799,0.000512007,0.000492760,63.8,HFET
402471:11560,336:336,03/29/26 00:27:41,STABLE BEAMS,6799,0.000514258,0.000494892,64.1,HFET
402471:11560,337:337,03/29/26 00:28:04,STABLE BEAMS,6799,0.000512868,0.000493496,63.9,HFET
402471:11560,338:338,03/29/26 00:28:28,STABLE BEAMS,6799,0.000512363,0.000492986,63.9,HFET
402471:11560,339:339,03/29/26 00:28:51,STABLE BEAMS,6799,0.000511878,0.000492780,63.8,HFET
402471:11560,340:340,03/29/26 00:29:14,STABLE BEAMS,6799,0.000511513,0.000485251,63.8,HFET
402471:11560,341:341,03/29/26 00:29:38,STABLE BEAMS,6799,0.000511561,0.000492474,63.8,HFET
402471:11560,342:342,03/29/26 00:30:01,STABLE BEAMS,6799,0.000510883,0.000491820,63.7,HFET
402471:11560,343:343,03/29/26 00:30:24,STABLE BEAMS,6799,0.000511222,0.000492277,63.7,HFET
402471:11560,344:344,03/29/26 00:30:48,STABLE BEAMS,6799,0.000510938,0.000492048,63.7,HFET
402471:11560,345:345,03/29/26 00:31:11,STABLE BEAMS,6799,0.000510867,0.000491978,63.7,HFET
402471:11560,346:346,03/29/26 00:31:34,STABLE BEAMS,6799,0.000510711,0.000491585,63.7,HFET
402471:11560,347:347,03/29/26 00:31:58,STABLE BEAMS,6799,0.000509984,0.000490927,63.6,HFET
402471:11560,348:348,03/29/26 00:32:21,STABLE BEAMS,6799,0.000509266,0.000490453,63.5,HFET
402471:11560,349:349,03/29/26 00:32:44,STABLE BEAMS,6799,0.000509016,0.000490397,63.5,HFET
402471:11560,350:350,03/29/26 00:33:07,STABLE BEAMS,6799,0.000514929,0.000495128,64.2,HFET
402471:11560,351:351,03/29/26 00:33:31,STABLE BEAMS,6799,0.000514872,0.000495176,64.2,HFET
402471:11560,352:352,03/29/26 00:33:54,STABLE BEAMS,6799,0.000514065,0.000494428,64.1,HFET
402471:11560,353:353,03/29/26 00:34:17,STABLE BEAMS,6799,0.000514169,0.000486926,64.1,HFET
402471:11560,354:354,03/29/26 00:34:41,STABLE BEAMS,6799,0.000514285,0.000492789,64.1,HFET
402471:11560,355:355,03/29/26 00:35:04,STABLE BEAMS,6799,0.000513582,0.000493445,64.0,HFET
402471:11560,356:356,03/29/26 00:35:27,STABLE BEAMS,6799,0.000513045,0.000492684,64.0,HFET
402471:11560,357:357,03/29/26 00:35:51,STABLE BEAMS,6799,0.000511451,0.000491818,63.8,HFET
402471:11560,358:358,03/29/26 00:36:14,STABLE BEAMS,6799,0.000513694,0.000493618,64.0,HFET
402471:11560,359:359,03/29/26 00:36:37,STABLE BEAMS,6799,0.000519531,0.000498021,64.8,HFET
402471:11560,360:360,03/29/26 00:37:01,STABLE BEAMS,6799,0.000515068,0.000494726,64.2,HFET
402471:11560,361:361,03/29/26 00:37:24,STABLE BEAMS,6799,0.000514579,0.000494318,64.1,HFET
402471:11560,362:362,03/29/26 00:37:47,STABLE BEAMS,6799,0.000516658,0.000496644,64.4,HFET
402471:11560,363:363,03/29/26 00:38:10,STABLE BEAMS,6799,0.000517278,0.000496729,64.5,HFET
402471:11560,364:364,03/29/26 00:38:34,STABLE BEAMS,6799,0.000517166,0.000496214,64.5,HFET
402471:11560,365:365,03/29/26 00:38:57,STABLE BEAMS,6799,0.000517077,0.000496752,64.5,HFET
402471:11560,366:366,03/29/26 00:39:20,STABLE BEAMS,6799,0.000517145,0.000489562,64.5,HFET
402471:11560,367:367,03/29/26 00:39:44,STABLE BEAMS,6799,0.000517110,0.000496742,64.5,HFET
402471:11560,368:368,03/29/26 00:40:07,STABLE BEAMS,6799,0.000517459,0.000497071,64.5,HFET
402471:11560,369:369,03/29/26 00:40:30,STABLE BEAMS,6799,0.000516782,0.000496771,64.4,HFET
402471:11560,370:370,03/29/26 00:40:54,STABLE BEAMS,6799,0.000516294,0.000218055,64.4,HFET
402471:11560,371:371,03/29/26 00:41:17,STABLE BEAMS,6799,0.000516760,0.000496757,64.4,HFET
402471:11560,372:372,03/29/26 00:41:40,STABLE BEAMS,6799,0.000516566,0.000496452,64.4,HFET
402471:11560,373:373,03/29/26 00:42:04,STABLE BEAMS,6799,0.000516160,0.000496334,64.3,HFET
402471:11560,374:374,03/29/26 00:42:27,STABLE BEAMS,6799,0.000515271,0.000495136,64.2,HFET
402471:11560,375:375,03/29/26 00:42:50,STABLE BEAMS,6799,0.000515100,0.000495448,64.2,HFET
402471:11560,376:376,03/29/26 00:43:14,STABLE BEAMS,6799,0.000515369,0.000495557,64.2,HFET
402471:11560,377:377,03/29/26 00:43:37,STABLE BEAMS,6799,0.000514922,0.000494903,64.2,HFET
402471:11560,378:378,03/29/26 00:44:00,STABLE BEAMS,6799,0.000514082,0.000494416,64.1,HFET
402471:11560,379:379,03/29/26 00:44:23,STABLE BEAMS,6799,0.000513992,0.000494073,64.1,HFET
402471:11560,380:380,03/29/26 00:44:47,STABLE BEAMS,6799,0.000514409,0.000487735,64.1,HFET
402471:11560,381:381,03/29/26 00:45:10,STABLE BEAMS,6799,0.000513881,0.000492734,64.1,HFET
402471:11560,382:382,03/29/26 00:45:33,STABLE BEAMS,6799,0.000513596,0.000493552,64.0,HFET
402471:11560,383:383,03/29/26 00:45:57,STABLE BEAMS,6799,0.000512757,0.000492766,63.9,HFET
402471:11560,384:384,03/29/26 00:46:20,STABLE BEAMS,6799,0.000512113,0.000492637,63.8,HFET
402471:11560,385:385,03/29/26 00:46:43,STABLE BEAMS,6799,0.000512891,0.000493048,63.9,HFET
402471:11560,386:386,03/29/26 00:47:07,STABLE BEAMS,6799,0.000513029,0.000493211,64.0,HFET
402471:11560,387:387,03/29/26 00:47:30,STABLE BEAMS,6799,0.000512349,0.000492254,63.9,HFET
402471:11560,388:388,03/29/26 00:47:53,STABLE BEAMS,6799,0.000512369,0.000493182,63.9,HFET
402471:11560,389:389,03/29/26 00:48:17,STABLE BEAMS,6799,0.000512181,0.000492728,63.9,HFET
402471:11560,390:390,03/29/26 00:48:40,STABLE BEAMS,6799,0.000511602,0.000491588,63.8,HFET
402471:11560,391:391,03/29/26 00:49:03,STABLE BEAMS,6799,0.000511163,0.000490637,63.7,HFET
402471:11560,392:392,03/29/26 00:49:27,STABLE BEAMS,6799,0.000510718,0.000491620,63.7,HFET
402471:11560,393:393,03/29/26 00:49:50,STABLE BEAMS,6799,0.000511402,0.000484951,63.8,HFET
402471:11560,394:394,03/29/26 00:50:13,STABLE BEAMS,6799,0.000511139,0.000492000,63.7,HFET
402471:11560,395:395,03/29/26 00:50:36,STABLE BEAMS,6799,0.000509548,0.000490734,63.5,HFET
402471:11560,396:396,03/29/26 00:51:00,STABLE BEAMS,6799,0.000510366,0.000490964,63.6,HFET
402471:11560,397:397,03/29/26 00:51:23,STABLE BEAMS,6799,0.000509504,0.000490158,63.5,HFET
402471:11560,398:398,03/29/26 00:51:46,STABLE BEAMS,6799,0.000508811,0.000490069,63.4,HFET
402471:11560,399:399,03/29/26 00:52:10,STABLE BEAMS,6799,0.000514179,0.000494044,64.1,HFET
402471:11560,400:400,03/29/26 00:52:33,STABLE BEAMS,6799,0.000513315,0.000493258,64.0,HFET
402471:11560,401:401,03/29/26 00:52:56,STABLE BEAMS,6799,0.000512138,0.000492438,63.8,HFET
402471:11560,402:402,03/29/26 00:53:20,STABLE BEAMS,6799,0.000511205,0.000491715,63.7,HFET
402471:11560,403:403,03/29/26 00:53:43,STABLE BEAMS,6799,0.000511943,0.000492593,63.8,HFET
402471:11560,404:404,03/29/26 00:54:06,STABLE BEAMS,6799,0.000512163,0.000492674,63.8,HFET
402471:11560,405:405,03/29/26 00:54:30,STABLE BEAMS,6799,0.000512700,0.000486757,63.9,HFET
402471:11560,406:406,03/29/26 00:54:53,STABLE BEAMS,6799,0.000513002,0.000493347,64.0,HFET
402471:11560,407:407,03/29/26 00:55:16,STABLE BEAMS,6799,0.000513305,0.000493248,64.0,HFET
402471:11560,408:408,03/29/26 00:55:39,STABLE BEAMS,6799,0.000514768,0.000494739,64.2,HFET
402471:11560,409:409,03/29/26 00:56:03,STABLE BEAMS,6799,0.000516059,0.000495119,64.3,HFET
402471:11560,410:410,03/29/26 00:56:26,STABLE BEAMS,6799,0.000515674,0.000494785,64.3,HFET
402471:11560,411:411,03/29/26 00:56:49,STABLE BEAMS,6799,0.000515506,0.000493953,64.3,HFET
402471:11560,412:412,03/29/26 00:57:13,STABLE BEAMS,6799,0.000515576,0.000494630,64.3,HFET
402471:11560,413:413,03/29/26 00:57:36,STABLE BEAMS,6799,0.000515590,0.000494767,64.3,HFET
402471:11560,414:414,03/29/26 00:57:59,STABLE BEAMS,6799,0.000514973,0.000493649,64.2,HFET
402471:11560,415:415,03/29/26 00:58:23,STABLE BEAMS,6799,0.000514530,0.000493725,64.1,HFET
402471:11560,416:416,03/29/26 00:58:46,STABLE BEAMS,6799,0.000514269,0.000494296,64.1,HFET
402471:11560,417:417,03/29/26 00:59:09,STABLE BEAMS,6799,0.000514381,0.000495001,64.1,HFET
402471:11560,418:418,03/29/26 00:59:33,STABLE BEAMS,6799,0.000513188,0.000486290,64.0,HFET
402471:11560,419:419,03/29/26 00:59:56,STABLE BEAMS,6799,0.000513470,0.000493601,64.0,HFET
402471:11560,420:420,03/29/26 01:00:19,STABLE BEAMS,6799,0.000513140,0.000493869,64.0,HFET
402471:11560,421:421,03/29/26 01:00:43,STABLE BEAMS,6799,0.000511340,0.000492186,63.7,HFET
402471:11560,422:422,03/29/26 01:01:06,STABLE BEAMS,6799,0.000511822,0.000492539,63.8,HFET
402471:11560,423:423,03/29/26 01:01:29,STABLE BEAMS,6799,0.000511558,0.000492159,63.8,HFET
402471:11560,424:424,03/29/26 01:01:53,STABLE BEAMS,6799,0.000511688,0.000492052,63.8,HFET
402471:11560,425:425,03/29/26 01:02:16,STABLE BEAMS,6799,0.000511202,0.000491735,63.7,HFET
402471:11560,426:426,03/29/26 01:02:39,STABLE BEAMS,6799,0.000511333,0.000492003,63.7,HFET
402471:11560,427:427,03/29/26 01:03:02,STABLE BEAMS,6799,0.000511744,0.000492398,63.8,HFET
402471:11560,428:428,03/29/26 01:03:26,STABLE BEAMS,6799,0.000513384,0.000493337,64.0,HFET
402471:11560,429:429,03/29/26 01:03:49,STABLE BEAMS,6799,0.000509316,0.000490365,63.5,HFET
402471:11560,430:430,03/29/26 01:04:12,STABLE BEAMS,6799,0.000511660,0.000492112,63.8,HFET
402471:11560,431:431,03/29/26 01:04:36,STABLE BEAMS,6799,0.000505149,0.000479327,63.0,HFET
402471:11560,432:432,03/29/26 01:04:59,STABLE BEAMS,6799,0.000510688,0.000491054,63.7,HFET
402471:11560,433:433,03/29/26 01:05:22,STABLE BEAMS,6799,0.000516660,0.000496093,64.4,HFET
402471:11560,434:434,03/29/26 01:05:46,STABLE BEAMS,6799,0.000516399,0.000495279,64.4,HFET
402471:11560,435:435,03/29/26 01:06:09,STABLE BEAMS,6799,0.000516139,0.000495411,64.3,HFET
402471:11560,436:436,03/29/26 01:06:32,STABLE BEAMS,6799,0.000517687,0.000496300,64.5,HFET
402471:11560,437:437,03/29/26 01:06:56,STABLE BEAMS,6799,0.000519158,0.000496372,64.7,HFET
402471:11560,438:438,03/29/26 01:07:19,STABLE BEAMS,6799,0.000511356,0.000489670,63.7,HFET
402471:11560,439:439,03/29/26 01:07:42,STABLE BEAMS,6799,0.000511943,0.000492525,63.8,HFET
402471:11560,440:440,03/29/26 01:08:05,STABLE BEAMS,6799,0.000515930,0.000494812,64.3,HFET
402471:11560,441:441,03/29/26 01:08:29,STABLE BEAMS,6799,0.000516007,0.000495119,64.3,HFET
402471:11560,442:442,03/29/26 01:08:52,STABLE BEAMS,6799,0.000515101,0.000494090,64.2,HFET
402471:11560,443:443,03/29/26 01:09:15,STABLE BEAMS,6799,0.000515568,0.000493683,64.3,HFET
402471:11560,444:444,03/29/26 01:09:39,STABLE BEAMS,6799,0.000514731,0.000487168,64.2,HFET
402471:11560,445:445,03/29/26 01:10:02,STABLE BEAMS,6799,0.000514611,0.000494856,64.2,HFET
402471:11560,446:446,03/29/26 01:10:25,STABLE BEAMS,6799,0.000515105,0.000494949,64.2,HFET
402471:11560,447:447,03/29/26 01:10:49,STABLE BEAMS,6799,0.000514496,0.000494201,64.1,HFET
402471:11560,448:448,03/29/26 01:11:12,STABLE BEAMS,6799,0.000514691,0.000494647,64.2,HFET
402471:11560,449:449,03/29/26 01:11:35,STABLE BEAMS,6799,0.000514152,0.000493847,64.1,HFET
402471:11560,450:450,03/29/26 01:11:58,STABLE BEAMS,6799,0.000514466,0.000494586,64.1,HFET
402471:11560,451:451,03/29/26 01:12:22,STABLE BEAMS,6799,0.000514346,0.000494780,64.1,HFET
402471:11560,452:452,03/29/26 01:12:45,STABLE BEAMS,6799,0.000513627,0.000494141,64.0,HFET
402471:11560,453:453,03/29/26 01:13:08,STABLE BEAMS,6799,0.000513765,0.000331169,64.0,HFET
402471:11560,454:454,03/29/26 01:13:32,STABLE BEAMS,6799,0.000512466,0.000492945,63.9,HFET
402471:11560,455:455,03/29/26 01:13:55,STABLE BEAMS,6799,0.000512715,0.000493068,63.9,HFET
402471:11560,456:456,03/29/26 01:14:18,STABLE BEAMS,6799,0.000513592,0.000493211,64.0,HFET
402471:11560,457:457,03/29/26 01:14:42,STABLE BEAMS,6799,0.000513035,0.000493801,64.0,HFET
402471:11560,458:458,03/29/26 01:15:05,STABLE BEAMS,6799,0.000511939,0.000485679,63.8,HFET
402471:11560,459:459,03/29/26 01:15:28,STABLE BEAMS,6799,0.000512400,0.000492746,63.9,HFET
402471:11560,460:460,03/29/26 01:15:52,STABLE BEAMS,6799,0.000511171,0.000491550,63.7,HFET
402471:11560,461:461,03/29/26 01:16:15,STABLE BEAMS,6799,0.000512417,0.000492843,63.9,HFET
402471:11560,462:462,03/29/26 01:16:38,STABLE BEAMS,6799,0.000511698,0.000492972,63.8,HFET
402471:11560,463:463,03/29/26 01:17:02,STABLE BEAMS,6799,0.000512181,0.000493339,63.9,HFET
402471:11560,464:464,03/29/26 01:17:25,STABLE BEAMS,6799,0.000511931,0.000492105,63.8,HFET
402471:11560,465:465,03/29/26 01:17:48,STABLE BEAMS,6799,0.000512076,0.000492972,63.8,HFET
402471:11560,466:466,03/29/26 01:18:11,STABLE BEAMS,6799,0.000512199,0.000493010,63.9,HFET
402471:11560,467:467,03/29/26 01:18:35,STABLE BEAMS,6799,0.000514571,0.000494874,64.1,HFET
402471:11560,468:468,03/29/26 01:18:58,STABLE BEAMS,6799,0.000514475,0.000494845,64.1,HFET
402471:11560,469:469,03/29/26 01:19:21,STABLE BEAMS,6799,0.000515058,0.000495255,64.2,HFET
402471:11560,470:470,03/29/26 01:19:45,STABLE BEAMS,6799,0.000514182,0.000487841,64.1,HFET
402471:11560,471:471,03/29/26 01:20:08,STABLE BEAMS,6799,0.000514093,0.000495031,64.1,HFET
402471:11560,472:472,03/29/26 01:20:31,STABLE BEAMS,6799,0.000516033,0.000496520,64.3,HFET
402471:11560,473:473,03/29/26 01:20:55,STABLE BEAMS,6799,0.000518032,0.000496771,64.6,HFET
402471:11560,474:474,03/29/26 01:21:18,STABLE BEAMS,6799,0.000513940,0.000493689,64.1,HFET
402471:11560,475:475,03/29/26 01:21:41,STABLE BEAMS,6799,0.000515029,0.000494785,64.2,HFET
402471:11560,476:476,03/29/26 01:22:05,STABLE BEAMS,6799,0.000515697,0.000495663,64.3,HFET
402471:11560,477:477,03/29/26 01:22:28,STABLE BEAMS,6799,0.000516323,0.000496448,64.4,HFET
402471:11560,478:478,03/29/26 01:22:51,STABLE BEAMS,6799,0.000516788,0.000496794,64.4,HFET
402471:11560,479:479,03/29/26 01:23:15,STABLE BEAMS,6799,0.000516963,0.000496522,64.4,HFET
402471:11560,480:480,03/29/26 01:23:38,STABLE BEAMS,6799,0.000516065,0.000496418,64.3,HFET
402471:11560,481:481,03/29/26 01:24:01,STABLE BEAMS,6799,0.000515364,0.000495664,64.2,HFET
402471:11560,482:482,03/29/26 01:24:25,STABLE BEAMS,6799,0.000515447,0.000495535,64.3,HFET
402471:11560,483:483,03/29/26 01:24:48,STABLE BEAMS,6799,0.000513969,0.000487543,64.1,HFET
402471:11560,484:484,03/29/26 01:25:11,STABLE BEAMS,6799,0.000512959,0.000493856,63.9,HFET
402471:11560,485:485,03/29/26 01:25:34,STABLE BEAMS,6799,0.000513275,0.000493975,64.0,HFET
402471:11560,486:486,03/29/26 01:25:58,STABLE BEAMS,6799,0.000512121,0.000492806,63.8,HFET
402471:11560,487:487,03/29/26 01:26:21,STABLE BEAMS,6799,0.000510733,0.000491886,63.7,HFET
402471:11560,488:488,03/29/26 01:26:44,STABLE BEAMS,6799,0.000510566,0.000491637,63.6,HFET
402471:11560,489:489,03/29/26 01:27:08,STABLE BEAMS,6799,0.000509373,0.000490592,63.5,HFET
402471:11560,490:490,03/29/26 01:27:31,STABLE BEAMS,6799,0.000509142,0.000489978,63.5,HFET
402471:11560,491:491,03/29/26 01:27:54,STABLE BEAMS,6799,0.000514936,0.000494688,64.2,HFET
402471:11560,492:492,03/29/26 01:28:18,STABLE BEAMS,6799,0.000514190,0.000494269,64.1,HFET
402471:11560,493:493,03/29/26 01:28:41,STABLE BEAMS,6799,0.000514332,0.000494212,64.1,HFET
402471:11560,494:494,03/29/26 01:29:04,STABLE BEAMS,6799,0.000513323,0.000493553,64.0,HFET
402471:11560,495:495,03/29/26 01:29:28,STABLE BEAMS,6799,0.000512995,0.000493032,64.0,HFET
402471:11560,496:496,03/29/26 01:29:51,STABLE BEAMS,6799,0.000512123,0.000485715,63.8,HFET
402471:11560,497:497,03/29/26 01:30:14,STABLE BEAMS,6799,0.000511206,0.000492121,63.7,HFET
402471:11560,498:498,03/29/26 01:30:37,STABLE BEAMS,6799,0.000511182,0.000491466,63.7,HFET
402471:11560,499:499,03/29/26 01:31:01,STABLE BEAMS,6799,0.000510137,0.000484130,63.6,HFET
402472:11560,3:3,03/29/26 01:44:21,STABLE BEAMS,6799,0.000514221,0.000462152,64.1,HFET
402472:11560,4:4,03/29/26 01:44:45,STABLE BEAMS,6799,0.000514446,0.000482336,64.1,HFET
402472:11560,5:5,03/29/26 01:45:08,STABLE BEAMS,6799,0.000514581,0.000303034,64.1,HFET
402472:11560,6:6,03/29/26 01:45:31,STABLE BEAMS,6799,0.000514075,0.000435680,64.1,HFET
402472:11560,7:7,03/29/26 01:45:54,STABLE BEAMS,6799,0.000514575,0.000483620,64.1,HFET
402472:11560,8:8,03/29/26 01:46:18,STABLE BEAMS,6799,0.000514797,0.000489734,64.2,HFET
402472:11560,9:9,03/29/26 01:46:41,STABLE BEAMS,6799,0.000512378,0.000489404,63.9,HFET
402472:11560,10:10,03/29/26 01:47:04,STABLE BEAMS,6799,0.000512898,0.000384510,63.9,HFET
402472:11560,11:11,03/29/26 01:47:28,STABLE BEAMS,6799,0.000512716,0.000328682,63.9,HFET
402472:11560,25:25,03/29/26 01:52:54,STABLE BEAMS,6799,0.000515351,0.000260477,64.2,HFET
402472:11560,26:26,03/29/26 01:53:17,STABLE BEAMS,6799,0.000514589,0.000405198,64.2,HFET
402472:11560,27:27,03/29/26 01:53:41,STABLE BEAMS,6799,0.000507644,0.000361244,63.3,HFET
402472:11560,28:28,03/29/26 01:54:04,STABLE BEAMS,6799,0.000509852,0.000487552,63.6,HFET
402472:11560,29:29,03/29/26 01:54:27,STABLE BEAMS,6799,0.000511095,0.000482276,63.7,HFET
402472:11560,30:30,03/29/26 01:54:51,STABLE BEAMS,6799,0.000510511,0.000488855,63.6,HFET
402472:11560,31:31,03/29/26 01:55:14,STABLE BEAMS,6799,0.000508916,0.000487241,63.4,HFET
402472:11560,32:32,03/29/26 01:55:37,STABLE BEAMS,6799,0.000513039,0.000490838,64.0,HFET
402472:11560,33:33,03/29/26 01:56:01,STABLE BEAMS,6799,0.000514939,0.000492610,64.2,HFET
402472:11560,34:34,03/29/26 01:56:24,STABLE BEAMS,6799,0.000513196,0.000490924,64.0,HFET
402472:11560,35:35,03/29/26 01:56:47,STABLE BEAMS,6799,0.000512843,0.000491787,63.9,HFET
402472:11560,36:36,03/29/26 01:57:11,STABLE BEAMS,6799,0.000511273,0.000491030,63.7,HFET
402472:11560,37:37,03/29/26 01:57:34,STABLE BEAMS,6799,0.000511853,0.000491720,63.8,HFET
402472:11560,38:38,03/29/26 01:57:57,STABLE BEAMS,6799,0.000512767,0.000492614,63.9,HFET
402472:11560,39:39,03/29/26 01:58:20,STABLE BEAMS,6799,0.000512308,0.000492480,63.9,HFET
402472:11560,40:40,03/29/26 01:58:44,STABLE BEAMS,6799,0.000514436,0.000494061,64.1,HFET
402472:11560,41:41,03/29/26 01:59:07,STABLE BEAMS,6799,0.000515294,0.000494790,64.2,HFET
402472:11560,42:42,03/29/26 01:59:30,STABLE BEAMS,6799,0.000514548,0.000487319,64.1,HFET
402472:11560,43:43,03/29/26 01:59:54,STABLE BEAMS,6799,0.000514226,0.000494242,64.1,HFET
402472:11560,197:197,03/29/26 02:59:44,STABLE BEAMS,6799,0.000511211,0.000492260,63.7,HFET
402472:11560,198:198,03/29/26 03:00:07,STABLE BEAMS,6799,0.000509483,0.000483609,63.5,HFET
402472:11560,199:199,03/29/26 03:00:30,STABLE BEAMS,6799,0.000511413,0.000492706,63.8,HFET
402472:11560,200:200,03/29/26 03:00:53,STABLE BEAMS,6799,0.000513717,0.000494342,64.0,HFET
402472:11560,201:201,03/29/26 03:01:17,STABLE BEAMS,6799,0.000512521,0.000493377,63.9,HFET
402472:11560,202:202,03/29/26 03:01:40,STABLE BEAMS,6799,0.000512159,0.000493215,63.8,HFET
402472:11560,203:203,03/29/26 03:02:03,STABLE BEAMS,6799,0.000511677,0.000492000,63.8,HFET
402472:11560,204:204,03/29/26 03:02:27,STABLE BEAMS,6799,0.000511951,0.000493162,63.8,HFET
402472:11560,205:205,03/29/26 03:02:50,STABLE BEAMS,6799,0.000510367,0.000491810,63.6,HFET
402472:11560,206:206,03/29/26 03:03:13,STABLE BEAMS,6799,0.000509788,0.000490937,63.6,HFET
402472:11560,207:207,03/29/26 03:03:37,STABLE BEAMS,6799,0.000512105,0.000493112,63.8,HFET
402472:11560,208:208,03/29/26 03:04:00,STABLE BEAMS,6799,0.000514219,0.000494846,64.1,HFET
402472:11560,209:209,03/29/26 03:04:23,STABLE BEAMS,6799,0.000514555,0.000495344,64.1,HFET
402472:11560,210:210,03/29/26 03:04:47,STABLE BEAMS,6799,0.000514483,0.000488875,64.1,HFET
402472:11560,211:211,03/29/26 03:05:10,STABLE BEAMS,6799,0.000514536,0.000494990,64.1,HFET
402472:11560,212:212,03/29/26 03:05:33,STABLE BEAMS,6799,0.000513757,0.000494300,64.0,HFET
402472:11560,213:213,03/29/26 03:05:57,STABLE BEAMS,6799,0.000513671,0.000494508,64.0,HFET
402472:11560,214:214,03/29/26 03:06:20,STABLE BEAMS,6799,0.000512676,0.000493355,63.9,HFET
402472:11560,215:215,03/29/26 03:06:43,STABLE BEAMS,6799,0.000512068,0.000493072,63.8,HFET
402472:11560,216:216,03/29/26 03:07:06,STABLE BEAMS,6799,0.000511061,0.000492281,63.7,HFET
402472:11560,217:217,03/29/26 03:07:30,STABLE BEAMS,6799,0.000510352,0.000491990,63.6,HFET
402472:11560,218:218,03/29/26 03:07:53,STABLE BEAMS,6799,0.000510513,0.000491817,63.6,HFET
402472:11560,219:219,03/29/26 03:08:16,STABLE BEAMS,6799,0.000509848,0.000491098,63.6,HFET
402472:11560,220:220,03/29/26 03:08:40,STABLE BEAMS,6799,0.000509785,0.000491052,63.6,HFET
402472:11560,221:221,03/29/26 03:09:03,STABLE BEAMS,6799,0.000508607,0.000489320,63.4,HFET
402472:11560,222:222,03/29/26 03:09:26,STABLE BEAMS,6799,0.000513140,0.000493135,64.0,HFET
402472:11560,223:223,03/29/26 03:09:50,STABLE BEAMS,6799,0.000514573,0.000487651,64.1,HFET
402472:11560,224:224,03/29/26 03:10:13,STABLE BEAMS,6799,0.000513662,0.000493940,64.0,HFET
402472:11560,225:225,03/29/26 03:10:36,STABLE BEAMS,6799,0.000514718,0.000494684,64.2,HFET
402472:11560,226:226,03/29/26 03:11:00,STABLE BEAMS,6799,0.000517835,0.000496695,64.6,HFET
402472:11560,227:227,03/29/26 03:11:23,STABLE BEAMS,6799,0.000517282,0.000496730,64.5,HFET
402472:11560,228:228,03/29/26 03:11:46,STABLE BEAMS,6799,0.000516419,0.000495574,64.4,HFET
402472:11560,229:229,03/29/26 03:12:10,STABLE BEAMS,6799,0.000517290,0.000497238,64.5,HFET
402472:11560,230:230,03/29/26 03:12:33,STABLE BEAMS,6799,0.000516028,0.000496264,64.3,HFET
402472:11560,231:231,03/29/26 03:12:56,STABLE BEAMS,6799,0.000514723,0.000375841,64.2,HFET
402472:11560,232:232,03/29/26 03:13:19,STABLE BEAMS,6799,0.000514796,0.000421511,64.2,HFET
402472:11560,233:233,03/29/26 03:13:43,STABLE BEAMS,6799,0.000514232,0.000494508,64.1,HFET
402472:11560,234:234,03/29/26 03:14:06,STABLE BEAMS,6799,0.000514199,0.000494842,64.1,HFET
402472:11560,235:235,03/29/26 03:14:29,STABLE BEAMS,6799,0.000514272,0.000494892,64.1,HFET
402472:11560,236:236,03/29/26 03:14:53,STABLE BEAMS,6799,0.000515114,0.000495503,64.2,HFET
402472:11560,237:237,03/29/26 03:15:16,STABLE BEAMS,6799,0.000516547,0.000489041,64.4,HFET
402472:11560,238:238,03/29/26 03:15:39,STABLE BEAMS,6799,0.000516211,0.000496469,64.4,HFET
402472:11560,239:239,03/29/26 03:16:03,STABLE BEAMS,6799,0.000517584,0.000496629,64.5,HFET
402472:11560,240:240,03/29/26 03:16:26,STABLE BEAMS,6799,0.000517671,0.000497356,64.5,HFET
402472:11560,241:241,03/29/26 03:16:49,STABLE BEAMS,6799,0.000517178,0.000497155,64.5,HFET
402472:11560,242:242,03/29/26 03:17:13,STABLE BEAMS,6799,0.000517369,0.000497557,64.5,HFET
402472:11560,243:243,03/29/26 03:17:36,STABLE BEAMS,6799,0.000518039,0.000498106,64.6,HFET
402472:11560,244:244,03/29/26 03:17:59,STABLE BEAMS,6799,0.000510490,0.000491944,63.6,HFET
402472:11560,245:245,03/29/26 03:18:23,STABLE BEAMS,6799,0.000507903,0.000489506,63.3,HFET
402472:11560,246:246,03/29/26 03:18:46,STABLE BEAMS,6799,0.000512485,0.000493089,63.9,HFET
402472:11560,247:247,03/29/26 03:19:09,STABLE BEAMS,6799,0.000513164,0.000493947,64.0,HFET
402472:11560,248:248,03/29/26 03:19:32,STABLE BEAMS,6799,0.000512264,0.000492751,63.9,HFET
402472:11560,249:249,03/29/26 03:19:56,STABLE BEAMS,6799,0.000511720,0.000492905,63.8,HFET
402472:11560,250:250,03/29/26 03:20:19,STABLE BEAMS,6799,0.000512391,0.000485870,63.9,HFET
402472:11560,251:251,03/29/26 03:20:42,STABLE BEAMS,6799,0.000511341,0.000492261,63.7,HFET
