#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/fb),recorded(/fb),avgpu,source
401663:11474,1:1,03/08/26 16:30:01,STABLE BEAMS,6799,0.000015352,0.000013207,63.3,HFET
401663:11474,2:2,03/08/26 16:30:24,STABLE BEAMS,6799,0.000015345,0.000014994,63.3,HFET
401663:11474,3:3,03/08/26 16:30:47,STABLE BEAMS,6799,0.000015345,0.000015009,63.3,HFET
401663:11474,4:4,03/08/26 16:31:11,STABLE BEAMS,6799,0.000015330,0.000015003,63.2,HFET
401663:11474,5:5,03/08/26 16:31:34,STABLE BEAMS,6799,0.000015322,0.000011497,63.2,HFET
401663:11474,6:6,03/08/26 16:31:57,STABLE BEAMS,6799,0.000015315,0.000014951,63.2,HFET
401663:11474,7:7,03/08/26 16:32:21,STABLE BEAMS,6799,0.000015310,0.000014971,63.1,HFET
401663:11474,8:8,03/08/26 16:32:44,STABLE BEAMS,6799,0.000015293,0.000014968,63.1,HFET
401663:11474,9:9,03/08/26 16:33:07,STABLE BEAMS,6799,0.000015278,0.000014950,63.0,HFET
401663:11474,10:10,03/08/26 16:33:30,STABLE BEAMS,6799,0.000015272,0.000014948,63.0,HFET
401663:11474,11:11,03/08/26 16:33:54,STABLE BEAMS,6799,0.000015273,0.000014953,63.0,HFET
401663:11474,12:12,03/08/26 16:34:17,STABLE BEAMS,6799,0.000015258,0.000014940,62.9,HFET
401663:11474,13:13,03/08/26 16:34:40,STABLE BEAMS,6799,0.000015245,0.000014931,62.9,HFET
401663:11474,14:14,03/08/26 16:35:04,STABLE BEAMS,6799,0.000015240,0.000014715,62.8,HFET
401663:11474,15:15,03/08/26 16:35:27,STABLE BEAMS,6799,0.000015242,0.000014702,62.9,HFET
401663:11474,16:16,03/08/26 16:35:50,STABLE BEAMS,6799,0.000015233,0.000011167,62.8,HFET
401663:11474,17:17,03/08/26 16:36:14,STABLE BEAMS,6799,0.000015221,0.000014872,62.8,HFET
401663:11474,18:18,03/08/26 16:36:37,STABLE BEAMS,6799,0.000015221,0.000014889,62.8,HFET
401663:11474,19:19,03/08/26 16:37:00,STABLE BEAMS,6799,0.000015216,0.000014893,62.8,HFET
401663:11474,45:45,03/08/26 16:47:06,STABLE BEAMS,6799,0.000015518,0.000015160,64.0,HFET
401663:11474,46:46,03/08/26 16:47:30,STABLE BEAMS,6799,0.000015514,0.000015163,64.0,HFET
401663:11474,47:47,03/08/26 16:47:53,STABLE BEAMS,6799,0.000015507,0.000005042,63.9,HFET
401663:11474,48:0,03/08/26 16:48:20,STABLE BEAMS,6799,0.000015490,0.000014169,63.9,HFET
401663:11474,49:49,03/08/26 16:48:40,STABLE BEAMS,6799,0.000015474,0.000014926,63.8,HFET
401663:11474,50:50,03/08/26 16:49:03,STABLE BEAMS,6799,0.000015439,0.000015111,63.7,HFET
401663:11474,52:52,03/08/26 16:49:50,STABLE BEAMS,6799,0.000015457,0.000006145,63.7,HFET
401663:11474,53:53,03/08/26 16:50:13,STABLE BEAMS,6799,0.000015447,0.000015092,63.7,HFET
401663:11474,54:54,03/08/26 16:50:36,STABLE BEAMS,6799,0.000015439,0.000015102,63.7,HFET
401663:11474,55:55,03/08/26 16:50:59,STABLE BEAMS,6799,0.000015433,0.000015098,63.6,HFET
401663:11474,56:56,03/08/26 16:51:23,STABLE BEAMS,6799,0.000015424,0.000015088,63.6,HFET
401663:11474,57:57,03/08/26 16:51:46,STABLE BEAMS,6799,0.000015418,0.000015089,63.6,HFET
401663:11474,58:58,03/08/26 16:52:09,STABLE BEAMS,6799,0.000015412,0.000015091,63.6,HFET
401663:11474,59:59,03/08/26 16:52:33,STABLE BEAMS,6799,0.000015399,0.000015081,63.5,HFET
401663:11474,60:60,03/08/26 16:52:56,STABLE BEAMS,6799,0.000015387,0.000015068,63.5,HFET
401663:11474,61:61,03/08/26 16:53:19,STABLE BEAMS,6799,0.000015386,0.000015069,63.4,HFET
401663:11474,62:62,03/08/26 16:53:43,STABLE BEAMS,6799,0.000015376,0.000015059,63.4,HFET
401663:11474,63:63,03/08/26 16:54:06,STABLE BEAMS,6799,0.000015364,0.000010215,63.4,HFET
401663:11474,64:64,03/08/26 16:54:29,STABLE BEAMS,6799,0.000015355,0.000014994,63.3,HFET
401663:11474,65:65,03/08/26 16:54:53,STABLE BEAMS,6799,0.000015349,0.000015017,63.3,HFET
401663:11474,66:66,03/08/26 16:55:16,STABLE BEAMS,6799,0.000015337,0.000015012,63.2,HFET
401663:11474,67:67,03/08/26 16:55:39,STABLE BEAMS,6799,0.000015314,0.000014987,63.2,HFET
401663:11474,68:68,03/08/26 16:56:03,STABLE BEAMS,6799,0.000015311,0.000014976,63.1,HFET
401663:11474,70:70,03/08/26 16:56:49,STABLE BEAMS,6799,0.000015304,0.000014987,63.1,HFET
401663:11474,71:71,03/08/26 16:57:12,STABLE BEAMS,6799,0.000015296,0.000014985,63.1,HFET
401663:11474,72:72,03/08/26 16:57:36,STABLE BEAMS,6799,0.000015291,0.000008717,63.1,HFET
401663:11474,73:73,03/08/26 16:57:59,STABLE BEAMS,6799,0.000015284,0.000005010,63.0,HFET
401663:11474,74:74,03/08/26 16:58:22,STABLE BEAMS,6799,0.000015278,0.000014897,63.0,HFET
401663:11474,75:75,03/08/26 16:58:46,STABLE BEAMS,6799,0.000015269,0.000014912,63.0,HFET
401663:11474,76:76,03/08/26 16:59:09,STABLE BEAMS,6799,0.000015236,0.000014910,62.8,HFET
401663:11474,77:77,03/08/26 16:59:32,STABLE BEAMS,6799,0.000015228,0.000014695,62.8,HFET
401663:11474,78:78,03/08/26 16:59:56,STABLE BEAMS,6799,0.000015241,0.000014913,62.9,HFET
401663:11474,79:79,03/08/26 17:00:19,STABLE BEAMS,6799,0.000015232,0.000014911,62.8,HFET
401663:11474,80:80,03/08/26 17:00:42,STABLE BEAMS,6799,0.000015220,0.000014905,62.8,HFET
401663:11474,81:81,03/08/26 17:01:06,STABLE BEAMS,6799,0.000015215,0.000014907,62.7,HFET
401663:11474,82:82,03/08/26 17:01:29,STABLE BEAMS,6799,0.000015208,0.000014901,62.7,HFET
401663:11474,83:83,03/08/26 17:01:52,STABLE BEAMS,6799,0.000015201,0.000014893,62.7,HFET
401663:11474,84:84,03/08/26 17:02:16,STABLE BEAMS,6799,0.000015198,0.000010413,62.7,HFET
401663:11474,85:85,03/08/26 17:02:39,STABLE BEAMS,6799,0.000015178,0.000014870,62.6,HFET
401663:11474,86:86,03/08/26 17:03:02,STABLE BEAMS,6799,0.000015165,0.000014857,62.5,HFET
401663:11474,87:87,03/08/26 17:03:25,STABLE BEAMS,6799,0.000015170,0.000014858,62.6,HFET
401663:11474,88:88,03/08/26 17:03:49,STABLE BEAMS,6799,0.000015164,0.000014856,62.5,HFET
401663:11474,89:89,03/08/26 17:04:12,STABLE BEAMS,6799,0.000015148,0.000014843,62.5,HFET
401663:11474,90:90,03/08/26 17:04:35,STABLE BEAMS,6799,0.000015141,0.000014616,62.4,HFET
401663:11474,91:91,03/08/26 17:04:59,STABLE BEAMS,6799,0.000015140,0.000014834,62.4,HFET
401663:11474,92:92,03/08/26 17:05:22,STABLE BEAMS,6799,0.000015148,0.000014840,62.5,HFET
401663:11474,93:93,03/08/26 17:05:45,STABLE BEAMS,6799,0.000015115,0.000014806,62.3,HFET
401663:11474,94:94,03/08/26 17:06:09,STABLE BEAMS,6799,0.000015114,0.000014810,62.3,HFET
401663:11474,95:95,03/08/26 17:06:32,STABLE BEAMS,6799,0.000015109,0.000014807,62.3,HFET
401663:11474,96:96,03/08/26 17:06:55,STABLE BEAMS,6799,0.000015098,0.000014792,62.3,HFET
401663:11474,97:97,03/08/26 17:07:19,STABLE BEAMS,6799,0.000015088,0.000014784,62.2,HFET
401663:11474,98:98,03/08/26 17:07:42,STABLE BEAMS,6799,0.000015073,0.000014766,62.2,HFET
401663:11474,99:99,03/08/26 17:08:05,STABLE BEAMS,6799,0.000015067,0.000014761,62.1,HFET
401663:11474,100:100,03/08/26 17:08:28,STABLE BEAMS,6799,0.000015024,0.000014722,62.0,HFET
401663:11474,101:101,03/08/26 17:08:52,STABLE BEAMS,6799,0.000015027,0.000014723,62.0,HFET
401663:11474,102:102,03/08/26 17:09:15,STABLE BEAMS,6799,0.000015037,0.000014732,62.0,HFET
401663:11474,103:103,03/08/26 17:09:38,STABLE BEAMS,6799,0.000015029,0.000014512,62.0,HFET
401663:11474,104:104,03/08/26 17:10:02,STABLE BEAMS,6799,0.000015019,0.000014718,61.9,HFET
401663:11474,105:105,03/08/26 17:10:25,STABLE BEAMS,6799,0.000015018,0.000014716,61.9,HFET
401663:11474,106:106,03/08/26 17:10:48,STABLE BEAMS,6799,0.000015013,0.000014712,61.9,HFET
401663:11474,107:107,03/08/26 17:11:12,STABLE BEAMS,6799,0.000015011,0.000014706,61.9,HFET
401663:11474,108:108,03/08/26 17:11:35,STABLE BEAMS,6799,0.000015000,0.000014695,61.9,HFET
401663:11474,109:109,03/08/26 17:11:58,STABLE BEAMS,6799,0.000014965,0.000014667,61.7,HFET
401663:11474,110:110,03/08/26 17:12:22,STABLE BEAMS,6799,0.000014962,0.000014665,61.7,HFET
401663:11474,111:111,03/08/26 17:12:45,STABLE BEAMS,6799,0.000014972,0.000014673,61.7,HFET
401663:11474,112:112,03/08/26 17:13:08,STABLE BEAMS,6799,0.000014964,0.000014666,61.7,HFET
401663:11474,113:113,03/08/26 17:13:31,STABLE BEAMS,6799,0.000014958,0.000014660,61.7,HFET
401663:11474,114:114,03/08/26 17:13:55,STABLE BEAMS,6799,0.000014943,0.000014644,61.6,HFET
401663:11474,115:115,03/08/26 17:14:18,STABLE BEAMS,6799,0.000014929,0.000014635,61.6,HFET
401663:11474,116:116,03/08/26 17:14:41,STABLE BEAMS,6799,0.000014919,0.000014411,61.5,HFET
401663:11474,117:117,03/08/26 17:15:05,STABLE BEAMS,6799,0.000014913,0.000014618,61.5,HFET
401663:11474,118:118,03/08/26 17:15:28,STABLE BEAMS,6799,0.000014918,0.000014613,61.5,HFET
401663:11474,120:120,03/08/26 17:16:19,STABLE BEAMS,6799,0.000014910,0.000014636,61.5,HFET
401663:11474,121:121,03/08/26 17:16:38,STABLE BEAMS,6799,0.000014899,0.000014603,61.4,HFET
401663:11474,122:122,03/08/26 17:17:01,STABLE BEAMS,6799,0.000014866,0.000014571,61.3,HFET
401663:11474,123:123,03/08/26 17:17:25,STABLE BEAMS,6799,0.000014854,0.000014559,61.3,HFET
401663:11474,124:124,03/08/26 17:17:48,STABLE BEAMS,6799,0.000014867,0.000014572,61.3,HFET
401663:11474,125:125,03/08/26 17:18:11,STABLE BEAMS,6799,0.000014856,0.000014561,61.3,HFET
401663:11474,126:126,03/08/26 17:18:35,STABLE BEAMS,6799,0.000014850,0.000014554,61.2,HFET
401663:11474,127:127,03/08/26 17:18:58,STABLE BEAMS,6799,0.000014842,0.000014547,61.2,HFET
401663:11474,128:128,03/08/26 17:19:21,STABLE BEAMS,6799,0.000014841,0.000014548,61.2,HFET
401663:11474,129:129,03/08/26 17:19:45,STABLE BEAMS,6799,0.000015200,0.000014676,62.7,HFET
401663:11474,130:130,03/08/26 17:20:08,STABLE BEAMS,6799,0.000015560,0.000015238,64.2,HFET
401663:11474,131:131,03/08/26 17:20:31,STABLE BEAMS,6799,0.000015557,0.000015236,64.2,HFET
401663:11474,132:132,03/08/26 17:20:54,STABLE BEAMS,6799,0.000015552,0.000015231,64.1,HFET
401663:11474,133:133,03/08/26 17:21:18,STABLE BEAMS,6799,0.000015543,0.000015223,64.1,HFET
401630:11472,17:17,03/07/26 23:02:35,STABLE BEAMS,6799,0.000001197,0.000000372,45.7,HFET
401630:11472,18:18,03/07/26 23:02:59,STABLE BEAMS,6799,0.000001196,0.000001183,45.6,HFET
401630:11472,19:19,03/07/26 23:03:22,STABLE BEAMS,6799,0.000001195,0.000001185,45.6,HFET
401630:11472,20:20,03/07/26 23:03:45,STABLE BEAMS,6799,0.000001194,0.000001184,45.5,HFET
401630:11472,21:21,03/07/26 23:04:09,STABLE BEAMS,6799,0.000001192,0.000001182,45.5,HFET
401630:11472,22:22,03/07/26 23:04:32,STABLE BEAMS,6799,0.000001191,0.000001181,45.4,HFET
401630:11472,23:23,03/07/26 23:04:55,STABLE BEAMS,6799,0.000001190,0.000000903,45.4,HFET
401630:11472,24:24,03/07/26 23:05:19,STABLE BEAMS,6799,0.000001189,0.000001179,45.4,HFET
401630:11472,25:25,03/07/26 23:05:42,STABLE BEAMS,6799,0.000001187,0.000001177,45.3,HFET
401630:11472,26:26,03/07/26 23:06:05,STABLE BEAMS,6799,0.000001187,0.000001177,45.3,HFET
401630:11472,27:27,03/07/26 23:06:29,STABLE BEAMS,6799,0.000001186,0.000001176,45.2,HFET
401630:11472,28:28,03/07/26 23:06:52,STABLE BEAMS,6799,0.000001185,0.000000905,45.2,HFET
401630:11472,29:29,03/07/26 23:07:15,STABLE BEAMS,6799,0.000001187,0.000001158,45.3,HFET
401630:11472,30:30,03/07/26 23:07:38,STABLE BEAMS,6799,0.000001185,0.000001175,45.2,HFET
401630:11472,31:31,03/07/26 23:08:02,STABLE BEAMS,6799,0.000001184,0.000001174,45.2,HFET
401630:11472,32:32,03/07/26 23:08:25,STABLE BEAMS,6799,0.000001183,0.000001174,45.1,HFET
401630:11472,33:33,03/07/26 23:08:48,STABLE BEAMS,6799,0.000001183,0.000001063,45.1,HFET
401630:11472,34:34,03/07/26 23:09:12,STABLE BEAMS,6799,0.000001182,0.000001013,45.1,HFET
401630:11472,35:35,03/07/26 23:09:35,STABLE BEAMS,6799,0.000001182,0.000001173,45.1,HFET
401630:11472,36:36,03/07/26 23:09:58,STABLE BEAMS,6799,0.000001180,0.000001170,45.0,HFET
401630:11472,37:37,03/07/26 23:10:22,STABLE BEAMS,6799,0.000001181,0.000001172,45.0,HFET
401630:11472,38:38,03/07/26 23:10:45,STABLE BEAMS,6799,0.000001179,0.000001170,45.0,HFET
401630:11472,39:39,03/07/26 23:11:08,STABLE BEAMS,6799,0.000001178,0.000001169,44.9,HFET
401630:11472,40:40,03/07/26 23:11:32,STABLE BEAMS,6799,0.000001177,0.000001168,44.9,HFET
401630:11472,41:41,03/07/26 23:11:55,STABLE BEAMS,6799,0.000001176,0.000001168,44.9,HFET
401630:11472,42:42,03/07/26 23:12:18,STABLE BEAMS,6799,0.000001175,0.000001150,44.8,HFET
401630:11472,43:43,03/07/26 23:12:42,STABLE BEAMS,6799,0.000001190,0.000001181,45.4,HFET
401630:11472,44:44,03/07/26 23:13:05,STABLE BEAMS,6799,0.000001234,0.000001225,47.1,HFET
401630:11472,45:45,03/07/26 23:13:28,STABLE BEAMS,6799,0.000001278,0.000001269,48.8,HFET
401630:11472,46:46,03/07/26 23:13:51,STABLE BEAMS,6799,0.000001318,0.000001308,50.3,HFET
401630:11472,47:47,03/07/26 23:14:15,STABLE BEAMS,6799,0.000001363,0.000001353,52.0,HFET
401630:11472,48:48,03/07/26 23:14:38,STABLE BEAMS,6799,0.000001407,0.000001396,53.7,HFET
401630:11472,49:49,03/07/26 23:15:01,STABLE BEAMS,6799,0.000001458,0.000001447,55.6,HFET
401630:11472,50:50,03/07/26 23:15:25,STABLE BEAMS,6799,0.000001509,0.000001498,57.6,HFET
401630:11472,51:51,03/07/26 23:15:48,STABLE BEAMS,6799,0.000001566,0.000001555,59.8,HFET
401630:11472,52:52,03/07/26 23:16:11,STABLE BEAMS,6799,0.000001629,0.000001618,62.2,HFET
401630:11472,53:53,03/07/26 23:16:35,STABLE BEAMS,6799,0.000001689,0.000001677,64.4,HFET
401630:11472,54:54,03/07/26 23:16:58,STABLE BEAMS,6799,0.000001695,0.000001683,64.7,HFET
401630:11472,55:55,03/07/26 23:17:21,STABLE BEAMS,6799,0.000001694,0.000001658,64.6,HFET
401630:11472,56:56,03/07/26 23:17:45,STABLE BEAMS,6799,0.000001692,0.000001680,64.5,HFET
401630:11472,57:57,03/07/26 23:18:08,STABLE BEAMS,6799,0.000001690,0.000001677,64.5,HFET
401630:11472,58:58,03/07/26 23:18:31,STABLE BEAMS,6799,0.000001688,0.000001677,64.4,HFET
401630:11472,59:59,03/07/26 23:18:55,STABLE BEAMS,6799,0.000001686,0.000001674,64.3,HFET
401630:11472,60:60,03/07/26 23:19:18,STABLE BEAMS,6799,0.000001727,0.000001714,65.9,HFET
401630:11472,61:61,03/07/26 23:19:41,STABLE BEAMS,6799,0.000001765,0.000001752,67.3,HFET
401630:11472,62:62,03/07/26 23:20:04,STABLE BEAMS,6799,0.000001763,0.000001750,67.3,HFET
401630:11472,63:63,03/07/26 23:20:28,STABLE BEAMS,6799,0.000001764,0.000001751,67.3,HFET
401630:11472,64:64,03/07/26 23:20:51,STABLE BEAMS,6799,0.000001758,0.000001745,67.0,HFET
401630:11472,65:65,03/07/26 23:21:14,STABLE BEAMS,6799,0.000001757,0.000001744,67.0,HFET
401630:11472,66:66,03/07/26 23:21:38,STABLE BEAMS,6799,0.000001753,0.000001741,66.9,HFET
401630:11472,67:67,03/07/26 23:22:01,STABLE BEAMS,6799,0.000001754,0.000001742,66.9,HFET
401630:11472,68:68,03/07/26 23:22:24,STABLE BEAMS,6799,0.000001755,0.000001717,66.9,HFET
401630:11472,69:69,03/07/26 23:22:48,STABLE BEAMS,6799,0.000001755,0.000001743,67.0,HFET
401630:11472,70:70,03/07/26 23:23:11,STABLE BEAMS,6799,0.000001756,0.000001744,67.0,HFET
401630:11472,71:71,03/07/26 23:23:34,STABLE BEAMS,6799,0.000001753,0.000001741,66.9,HFET
401630:11472,72:72,03/07/26 23:23:57,STABLE BEAMS,6799,0.000001752,0.000001740,66.8,HFET
401630:11472,73:73,03/07/26 23:24:21,STABLE BEAMS,6799,0.000001750,0.000001738,66.8,HFET
401630:11472,74:74,03/07/26 23:24:44,STABLE BEAMS,6799,0.000001750,0.000001738,66.8,HFET
401630:11472,75:75,03/07/26 23:25:08,STABLE BEAMS,6799,0.000001751,0.000001738,66.8,HFET
401630:11472,76:76,03/07/26 23:25:31,STABLE BEAMS,6799,0.000001751,0.000001738,66.8,HFET
401630:11472,77:77,03/07/26 23:25:54,STABLE BEAMS,6799,0.000001751,0.000001739,66.8,HFET
401630:11472,78:78,03/07/26 23:26:17,STABLE BEAMS,6799,0.000001750,0.000001738,66.8,HFET
401630:11472,79:79,03/07/26 23:26:41,STABLE BEAMS,6799,0.000001750,0.000001737,66.7,HFET
401630:11472,80:80,03/07/26 23:27:04,STABLE BEAMS,6799,0.000001748,0.000001710,66.7,HFET
401630:11472,81:81,03/07/26 23:27:27,STABLE BEAMS,6799,0.000001746,0.000001734,66.6,HFET
401630:11472,82:82,03/07/26 23:27:51,STABLE BEAMS,6799,0.000001744,0.000001731,66.5,HFET
401630:11472,83:83,03/07/26 23:28:14,STABLE BEAMS,6799,0.000001742,0.000000770,66.5,HFET
401642:11472,1:1,03/08/26 02:21:57,STABLE BEAMS,6799,0.000001770,0.000001749,67.5,HFET
401642:11472,2:2,03/08/26 02:22:20,STABLE BEAMS,6799,0.000001771,0.000001757,67.5,HFET
401642:11472,3:3,03/08/26 02:22:44,STABLE BEAMS,6799,0.000001770,0.000001756,67.5,HFET
401642:11472,4:4,03/08/26 02:23:07,STABLE BEAMS,6799,0.000001769,0.000001755,67.5,HFET
401642:11472,5:5,03/08/26 02:23:30,STABLE BEAMS,6799,0.000001766,0.000001337,67.4,HFET
401642:11472,6:6,03/08/26 02:23:54,STABLE BEAMS,6799,0.000001766,0.000001749,67.4,HFET
401642:11472,7:7,03/08/26 02:24:17,STABLE BEAMS,6799,0.000001767,0.000001753,67.4,HFET
401642:11472,8:8,03/08/26 02:24:40,STABLE BEAMS,6799,0.000001766,0.000001753,67.4,HFET
401642:11472,9:9,03/08/26 02:25:04,STABLE BEAMS,6799,0.000001767,0.000001754,67.4,HFET
401642:11472,10:10,03/08/26 02:25:27,STABLE BEAMS,6799,0.000001766,0.000001430,67.4,HFET
401642:11472,11:11,03/08/26 02:25:50,STABLE BEAMS,6799,0.000001765,0.000001662,67.3,HFET
401642:11472,12:12,03/08/26 02:26:14,STABLE BEAMS,6799,0.000001764,0.000001748,67.3,HFET
401642:11472,13:13,03/08/26 02:26:37,STABLE BEAMS,6799,0.000001763,0.000001749,67.2,HFET
401642:11472,14:14,03/08/26 02:27:00,STABLE BEAMS,6799,0.000001762,0.000001724,67.2,HFET
401642:11472,15:15,03/08/26 02:27:23,STABLE BEAMS,6799,0.000001761,0.000001748,67.2,HFET
401642:11472,16:16,03/08/26 02:27:47,STABLE BEAMS,6799,0.000001760,0.000001345,67.1,HFET
401642:11472,17:17,03/08/26 02:28:10,STABLE BEAMS,6799,0.000001758,0.000001745,67.1,HFET
401642:11472,18:18,03/08/26 02:28:33,STABLE BEAMS,6799,0.000001758,0.000001744,67.0,HFET
401642:11472,19:19,03/08/26 02:28:57,STABLE BEAMS,6799,0.000001756,0.000001743,67.0,HFET
401642:11472,20:20,03/08/26 02:29:20,STABLE BEAMS,6799,0.000001756,0.000001743,67.0,HFET
401642:11472,21:21,03/08/26 02:29:43,STABLE BEAMS,6799,0.000001754,0.000001741,66.9,HFET
401642:11472,22:22,03/08/26 02:30:07,STABLE BEAMS,6799,0.000001753,0.000001741,66.9,HFET
401642:11472,23:23,03/08/26 02:30:30,STABLE BEAMS,6799,0.000001754,0.000001742,66.9,HFET
401642:11472,24:24,03/08/26 02:30:53,STABLE BEAMS,6799,0.000001805,0.000001792,68.9,HFET
401642:11472,25:25,03/08/26 02:31:17,STABLE BEAMS,6799,0.000001840,0.000001827,70.2,HFET
401642:11472,26:26,03/08/26 02:31:40,STABLE BEAMS,6799,0.000001840,0.000001826,70.2,HFET
401642:11472,27:27,03/08/26 02:32:03,STABLE BEAMS,6799,0.000001839,0.000001799,70.1,HFET
401642:11472,28:28,03/08/26 02:32:27,STABLE BEAMS,6799,0.000001838,0.000001825,70.1,HFET
401642:11472,29:29,03/08/26 02:32:50,STABLE BEAMS,6799,0.000001837,0.000001823,70.1,HFET
401642:11472,30:30,03/08/26 02:33:13,STABLE BEAMS,6799,0.000001836,0.000001822,70.0,HFET
401642:11472,31:31,03/08/26 02:33:36,STABLE BEAMS,6799,0.000001835,0.000001822,70.0,HFET
401642:11472,32:32,03/08/26 02:34:00,STABLE BEAMS,6799,0.000001860,0.000001847,71.0,HFET
401642:11472,33:33,03/08/26 02:34:23,STABLE BEAMS,6799,0.000001919,0.000001905,73.2,HFET
401642:11472,34:34,03/08/26 02:34:46,STABLE BEAMS,6799,0.000001922,0.000001908,73.3,HFET
401642:11472,35:35,03/08/26 02:35:10,STABLE BEAMS,6799,0.000001921,0.000001907,73.3,HFET
401642:11472,36:36,03/08/26 02:35:33,STABLE BEAMS,6799,0.000001919,0.000001905,73.2,HFET
401642:11472,37:37,03/08/26 02:35:56,STABLE BEAMS,6799,0.000001921,0.000001907,73.3,HFET
401642:11472,38:38,03/08/26 02:36:20,STABLE BEAMS,6799,0.000001917,0.000001903,73.1,HFET
401642:11472,39:39,03/08/26 02:36:43,STABLE BEAMS,6799,0.000001918,0.000001903,73.2,HFET
401642:11472,40:40,03/08/26 02:37:06,STABLE BEAMS,6799,0.000001962,0.000001919,74.8,HFET
401642:11472,41:41,03/08/26 02:37:30,STABLE BEAMS,6799,0.000002001,0.000001987,76.3,HFET
401642:11472,42:42,03/08/26 02:37:53,STABLE BEAMS,6799,0.000002002,0.000001987,76.4,HFET
401642:11472,43:43,03/08/26 02:38:16,STABLE BEAMS,6799,0.000002001,0.000001986,76.3,HFET
401642:11472,44:44,03/08/26 02:38:40,STABLE BEAMS,6799,0.000001998,0.000001983,76.2,HFET
401642:11472,45:45,03/08/26 02:39:03,STABLE BEAMS,6799,0.000001998,0.000001983,76.2,HFET
401642:11472,46:46,03/08/26 02:39:26,STABLE BEAMS,6799,0.000001997,0.000001982,76.2,HFET
401642:11472,47:47,03/08/26 02:39:49,STABLE BEAMS,6799,0.000001997,0.000001982,76.2,HFET
401642:11472,48:48,03/08/26 02:40:13,STABLE BEAMS,6799,0.000002044,0.000002029,78.0,HFET
401642:11472,49:49,03/08/26 02:40:36,STABLE BEAMS,6799,0.000002057,0.000002042,78.5,HFET
401642:11472,50:50,03/08/26 02:40:59,STABLE BEAMS,6799,0.000002057,0.000002042,78.5,HFET
401642:11472,51:51,03/08/26 02:41:23,STABLE BEAMS,6799,0.000002054,0.000002039,78.4,HFET
401642:11472,52:52,03/08/26 02:41:46,STABLE BEAMS,6799,0.000002051,0.000002036,78.2,HFET
401642:11472,53:53,03/08/26 02:42:09,STABLE BEAMS,6799,0.000002046,0.000002002,78.1,HFET
401642:11472,54:54,03/08/26 02:42:33,STABLE BEAMS,6799,0.000002043,0.000002029,78.0,HFET
401642:11472,55:55,03/08/26 02:42:56,STABLE BEAMS,6799,0.000002049,0.000002034,78.2,HFET
401642:11472,56:56,03/08/26 02:43:19,STABLE BEAMS,6799,0.000002029,0.000002015,77.4,HFET
401642:11472,57:57,03/08/26 02:43:43,STABLE BEAMS,6799,0.000002029,0.000002014,77.4,HFET
401642:11472,58:58,03/08/26 02:44:06,STABLE BEAMS,6799,0.000002041,0.000002026,77.9,HFET
401642:11472,59:59,03/08/26 02:44:29,STABLE BEAMS,6799,0.000002044,0.000002029,78.0,HFET
401642:11472,60:60,03/08/26 02:44:52,STABLE BEAMS,6799,0.000002043,0.000002027,77.9,HFET
401642:11472,61:61,03/08/26 02:45:16,STABLE BEAMS,6799,0.000002038,0.000002023,77.7,HFET
401642:11472,62:62,03/08/26 02:45:39,STABLE BEAMS,6799,0.000002036,0.000002021,77.7,HFET
401642:11472,63:63,03/08/26 02:46:02,STABLE BEAMS,6799,0.000002032,0.000002018,77.5,HFET
401642:11472,64:64,03/08/26 02:46:26,STABLE BEAMS,6799,0.000002004,0.000001989,76.4,HFET
401642:11472,65:65,03/08/26 02:46:49,STABLE BEAMS,6799,0.000002013,0.000001998,76.8,HFET
401642:11472,66:66,03/08/26 02:47:12,STABLE BEAMS,6799,0.000002016,0.000001971,76.9,HFET
401642:11472,67:67,03/08/26 02:47:36,STABLE BEAMS,6799,0.000002015,0.000002000,76.9,HFET
401642:11472,68:68,03/08/26 02:47:59,STABLE BEAMS,6799,0.000002015,0.000002001,76.9,HFET
401642:11472,69:69,03/08/26 02:48:22,STABLE BEAMS,6799,0.000002015,0.000002001,76.9,HFET
401642:11472,70:70,03/08/26 02:48:46,STABLE BEAMS,6799,0.000002016,0.000002001,76.9,HFET
401642:11472,71:71,03/08/26 02:49:09,STABLE BEAMS,6799,0.000002061,0.000002046,78.6,HFET
401642:11472,72:72,03/08/26 02:49:32,STABLE BEAMS,6799,0.000002094,0.000002079,79.9,HFET
401642:11472,73:73,03/08/26 02:49:56,STABLE BEAMS,6799,0.000002093,0.000002078,79.8,HFET
401642:11472,74:74,03/08/26 02:50:19,STABLE BEAMS,6799,0.000002092,0.000002077,79.8,HFET
401642:11472,75:75,03/08/26 02:50:42,STABLE BEAMS,6799,0.000002091,0.000002075,79.8,HFET
401642:11472,76:76,03/08/26 02:51:05,STABLE BEAMS,6799,0.000002090,0.000002076,79.7,HFET
401642:11472,77:77,03/08/26 02:51:29,STABLE BEAMS,6799,0.000002090,0.000002075,79.7,HFET
401642:11472,78:78,03/08/26 02:51:52,STABLE BEAMS,6799,0.000002087,0.000002072,79.6,HFET
401642:11472,79:79,03/08/26 02:52:15,STABLE BEAMS,6799,0.000002085,0.000002041,79.5,HFET
401642:11472,80:80,03/08/26 02:52:39,STABLE BEAMS,6799,0.000002083,0.000002068,79.5,HFET
401642:11472,81:81,03/08/26 02:53:02,STABLE BEAMS,6799,0.000002084,0.000001142,79.5,HFET
