# format: (nos = 7, nop = 0, pdf = NNPDF31_nlo_as_0118_luxqed)
# column 1: MIDPOINT of the bin
# column 2: CENTRAL value of the bin
# column 3: MC error
# column 4: SCALE min value
# column 5: SCALE max value
# column 6: PDF symmetric error
# column 7: PDF asymmetric error min
# column 8: PDF asymmetric error max
520.000000	1.60442371876036481e-04	5.85194153196526988e-07	1.55521458113856058e-04	1.65065136548730350e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
560.000000	1.64967875293534777e-04	4.43798189134878865e-07	1.59360972489894703e-04	1.70409762285033545e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
600.000000	1.69815954141566157e-04	3.93893535376179879e-07	1.63521282699918645e-04	1.76073854415453244e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
640.000000	1.70383682583908095e-04	4.34665604493111614e-07	1.63580391628916202e-04	1.77282534812961130e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
680.000000	1.70202977470282146e-04	3.69492439110381590e-07	1.62965697278759575e-04	1.77654876384931575e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
720.000000	1.68553884036285687e-04	4.23802971347773888e-07	1.60950166746506884e-04	1.76495575189652997e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
760.000000	1.67506880094658899e-04	8.67913588209407866e-07	1.59566632516031640e-04	1.75886446766707115e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
800.000000	1.64638289623211717e-04	6.17493674482826189e-07	1.56431195023393275e-04	1.73393375793352259e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
840.000000	1.60814813826017815e-04	5.00001807154280878e-07	1.52437430615650916e-04	1.69828872882063085e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
880.000000	1.55665832694401558e-04	6.88085077734692554e-07	1.47212715899694776e-04	1.64838500288054090e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
920.000000	1.53024512277357907e-04	9.18853212797756492e-07	1.44366809749616799e-04	1.62493520476090331e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
960.000000	1.49220489619508333e-04	7.15658063204015937e-07	1.40503865747847591e-04	1.58812252939899477e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1000.000000	1.44335193431687056e-04	5.94222527000462948e-07	1.35616004778971812e-04	1.53987738570128817e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1040.000000	1.38685744219545112e-04	7.05508991857065485e-07	1.30049556355831577e-04	1.48299123841628071e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1080.000000	1.34752133267571729e-04	7.02593397865468971e-07	1.26107488623129917e-04	1.44423998686023307e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1120.000000	1.30858243327958178e-04	4.57575940149368690e-07	1.22211099307915894e-04	1.40580184799458572e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1160.000000	1.25629259642567523e-04	7.95309763238015179e-07	1.17150535245626834e-04	1.35200335957317311e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1200.000000	1.21346026703640357e-04	5.56199807284762106e-07	1.12925818403818192e-04	1.30895919127428856e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1240.000000	1.17803853251594905e-04	8.17448553284399937e-07	1.09436960831149453e-04	1.27325423720067705e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1280.000000	1.13255713131175679e-04	4.31469824854418368e-07	1.05027183247595167e-04	1.22654265798908662e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1320.000000	1.07522595660784726e-04	1.06033202399363238e-06	9.95324950161535375e-05	1.16686765925310535e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1360.000000	1.03584875201222234e-04	5.16246827966392977e-07	9.57305625290996563e-05	1.12623650621019892e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1400.000000	9.90329510439768711e-05	6.20487221348958248e-07	9.13592244335604718e-05	1.07897560528764165e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1440.000000	9.64210506241096853e-05	4.43964434748054080e-07	8.88063605264398549e-05	1.05243073693237827e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1480.000000	9.21662805784267557e-05	3.92285168845302322e-07	8.47667034327521864e-05	1.00763283604200316e-04	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1520.000000	8.65512524383490789e-05	2.71565446279563317e-06	7.94354070615120350e-05	9.48445265939158272e-05	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1560.000000	8.52105967469974306e-05	3.39937348872551589e-07	7.81215355390947120e-05	9.34906808049125817e-05	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1600.000000	8.08031572249662196e-05	6.42884682404002463e-07	7.39599074268927018e-05	8.88231851393368038e-05	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1640.000000	7.68491431923522717e-05	3.62470731106477065e-07	7.02394741285040659e-05	8.46109351058205536e-05	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
1680.000000	7.44518701747334127e-05	4.71140580730095875e-07	6.79596326143033129e-05	8.20972474480899964e-05	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00
